,Column 1,question_type,exam_year,semester,moed,question_number,url,points,question_translation_latex,multiple_choice_answer,topics_covered,dataset,question_in_hebrew,answer_in_hebrew,answer_translation_latex,chat_answer,is_chat_correct,is_ptbs_good,nli_results,nli_correct(bart),nli_correct(deberta),nlis_agree
48,481,c,2013,b,a,5,T2/ds13BA-sol.pdf,5,"\textit{A graph} \(G = (V, E)\) \textit{contains vertices} \(v_1, \ldots, v_n\) \textit{and} \(m\) \textit{edges, which are pairs} \((v_i, v_j)\). \textit{Assume that each vertex and edge can be accessed in} \(O(1)\). \textit{Let} \(A\) \textit{be an algorithm that uses the data structure union-find. The algorithm is as follows:}
1. \textit{For each vertex from} \(i=1\) \textit{perform} \(\text{make-set}(v_i)\)
2. \textit{For each edge: check if} \(\text{find}(v_i) = \text{find}(v_j)\). \textit{If not, perform} \(\text{Union}(v_i, v_j)\).
\textit{Give a tight upper bound, as accurate as possible, on the number of union operations performed during the execution of algorithm} \(A\). \textit{The bound should be exact (not asymptotic)}
a. \(1\)
b. \(\log n\)
c. \(n/2\)
d. \(n-1\)
e. \(n\) 
f. \(m\)",D,n,tested,,,"\textbf{Answer:} \\
\textbf{d.} \quad n-1","The algorithm performs a union operation every time the find operation returns different representatives for the vertices connected by an edge. Since the algorithm iterates through each edge only once, the maximum number of union operations performed is equal to the number of edges with different representatives, which is equal to the number of connected components in the graph. 

Therefore, the tight upper bound on the number of union operations performed during the execution of algorithm \(A\) is \(n-1\).

\textbf{Answer: d. \(n-1\)}",yes,yes,"[['entailment'], ['entailment']]",yes,n,0
49,491,c,2013,b,a,15,T2/ds13BA-sol.pdf,3,"\textbf{A ""nearly sorted"" array is defined as follows: each element in the array is within a distance of up to logn places from its sorted position in the array.}
\textbf{What can be said about the running time of finding the median element in the array? Mark A true / B false and justify your answer.}
\textbf{It is possible to find the median using a binary search in the array, and therefore the running time is O(logn)}
\textbf{A. True}
\textbf{B. False}
\textbf{Justification:} ",B,a,tested,,,"\textbf{Answer:} \\
(b) False \\
Binary search will not help – the array is not sorted.","The justification will be written in Latex as follows:

\textbf{B. False} 

\textbf{Justification:} 

In a nearly sorted array where each element is within a distance of up to logn places from its sorted position, the binary search algorithm to find the median element may not result in a time complexity of O(logn). This is because even though the elements are close to their correct positions, the median element may not necessarily be in the middle of the array. 

Due to the unique positioning of elements in a nearly sorted array, the binary search may not converge to the median in O(logn) time in all cases. Therefore, it is not always possible to find the median using binary search in O(logn) time in a nearly sorted array.",yes,yes,"[['contradiction'], ['entailment']]",no,yes,0
50,493,c,2013,b,a,17,T2/ds13BA-sol.pdf,3,"Define an ""almost sorted"" array as follows: each element in the array is up to logn positions away from its position in a sorted array.
What can be said about the runtime for finding the median element in the array? Mark A for correct or B for incorrect and justify your answer.
It is possible to reduce the search space to O(logn) possibilities and find the median in linear time, thus the search time is O(logn).
A. Correct
B. Incorrect
Justification: ",A,a,tested,,,"\textbf{Answer:} \\
a. Correct \\
The median does not deviate more than \(\log n\)","A. Correct

\textbf{Justification:} 
Since the array is almost sorted, we can use the concept of binary search to reduce the search space to O(logn) possibilities. This is because we can compare the median element with the desired median and then move the search space either to the left or right depending on the comparison result. This allows us to find the median element in linear time, making the search time O(logn).",yes,yes,"[['neutral'], ['neutral']]",n,n,1
51,495,c,2013,b,a,19,T2/ds13BA-sol.pdf,3,"\textbf{Define an ""almost sorted"" array as follows: each element is at a distance of up to \(\log n\) places from its location in a sorted array. What can be said about the running time for finding the median in the array? Mark A' true / B' false and justify your answer. It is necessary to go through at least \(\Omega(\log n)\) elements in order to find the median, and thus the running time is \(\Omega(\log n)\).} \\
\textbf{A. True} \\
\textbf{B. False} \\
Justification:",A,k,tested,,,"\textbf{Answer:} \\
a. True \\
The elements are not sorted.","The statement is false. In an ""almost sorted"" array where each element is at most \(\log n\) places away from its correct position, we can still find the median in \(O(\log n)\) time using algorithms like quickselect or heaps. Therefore, we do not necessarily need to go through \(\Omega(\log n)\) elements to find the median in this case.",no,yes,"[['contradiction'], ['neutral']]",yes,yes,1
52,496,c,2013,b,a,20,T2/ds13BA-sol.pdf,3,"\begin{enumerate}
    \item Answer true or false to the following statement. (Mark 'a' for true / 'b' for false)
    \item Given only pre-order and post-order traversals, a general binary tree can be uniquely reconstructed.
    \begin{itemize}
        \item a. True
        \item b. False
    \end{itemize}
    \item Brief justification:
\end{enumerate}",B,e,tested,,,"\textbf{Answer:} \\
b. Incorrect \\
\textbf{Brief explanation:} A counterexample - X is the root, in one tree Y is the right child, and in another tree Y is the left child.","\begin{enumerate}
    \item Answer true or false to the following statement. (Mark 'a' for true / 'b' for false)
    \item Given only pre-order and post-order traversals, a general binary tree can be uniquely reconstructed.
    \begin{itemize}
        \item a. True
        \item b. False
    \end{itemize}
    \item Brief justification:
\end{enumerate}",question,yes,"[['contradiction'], ['contradiction']]",,,
53,574,C,2016,a,b,5-a,T3/ds16AB-sol.pdf,na,"We want to color the nodes of a full binary search tree (i.e., every non-leaf node has exactly two children) in red and black, so that the coloring satisfies the rules of a red-black tree.
For each of the following statements, state whether it is true or false. Justify your answer.
A. If all the leaves are at the same distance from the root, then such a coloring necessarily exists. True / False.",1,"e,f",tested,"אנחנו רוצים לצבוע את הצמתים של עץ חיפוש בינארי מלא (כלומר, לכל צומת שאינו עלה יש בדיוק שני בנים) באדום ובשחור, כך שהצביעה תקיים את הכללים של עץ אדום-שחור.
כתב/י עבור כל אחת מהטענות הבאות האם היא נכונה או לא נכונה. נמק/י את תשובתך.
א. אם כל העלים נמצאים באותו מרחק מהשורש, אז בהכרח קיימת צביעה כזאת. נכון / לא נכון.","נימוק: במקרה זה מדובר בעצם שלם. צביעת כל הצמתים בשחור, היא צביעה חוקית.","\textit{Reasoning: In this case, it is a whole entity. Coloring all the nodes in black is a legal coloring.}","We can represent a full binary search tree with all leaves at the same distance from the root by a perfect binary tree. In a perfect binary tree, the number of black nodes from the root to any leaf is the same for all leaves. Therefore, it is indeed possible to color the nodes of a full binary search tree with all leaves at the same distance from the root in red and black so that the coloring satisfies the rules of a red-black tree.

Therefore, the statement is True.",yes,yes,"[['neutral'], ['neutral']]",n,n,1
54,576,C,2016,a,b,5-c,T3/ds16AB-sol.pdf,na,"\text{We want to color the vertices of a full binary search tree (i.e., every non-leaf vertex has exactly two children) in red and black so that the coloring satisfies the rules of a red-black tree. Write for each of the following claims whether it is true or not true. Justify your answer.} \\
\text{c. If the depth of the right subtree of the root is at most twice the depth of the left subtree of the root. True / Not true}",FALSE,"e,f",tested,"אנחנו רוצים לצבוע את הצמתים של עץ חיפוש בינארי מלא (כלומר, לכל צומת שאינו עלה יש בדיוק שני בנים) באדום ובשחור, כך שהצביעה תקיים את הכללים של עץ אדום-שחור.
כתב/י עבור כל אחת מהטענות הבאות האם היא נכונה או לא נכונה. נמק/י את תשובתך.
ג. אם עומק תת-העץ הימני של השורש הוא לכל היותר פי שניים מעומק תת-העץ השמאלי של השורש. נכון / לא נכון","נימוק: יכול להיות תת עץ שמאלי גדול מאוד, ואז לא נוכל לדאוג לכך שהגובה השחור יהיה זהה בכל המסלולים.","\textit{Explanation: There can be a very large left subtree, and then we won't be able to ensure that the black height is the same across all paths.}","To determine whether the claim is true or not true, we need to understand the rules of a red-black tree.

In a red-black tree:
1. Every node is either red or black.
2. The root is black.
3. Every leaf (NIL) is black.
4. If a red node has children, then the children are black.
5. Every path from a node to its NIL descendants contains the same number of black nodes.

Given the claim:
c. If the depth of the right subtree of the root is at most twice the depth of the left subtree of the root.

To show that this claim is true:
We need to demonstrate that we can color the vertices of a full binary search tree in red and black such that the depth of the right subtree of the root is at most twice the depth of the left subtree of the root, while still satisfying the rules of a red-black tree.

Since a full binary search tree is balanced, we can achieve this by coloring the nodes such that the left subtree is entirely black and the right subtree has only red nodes alternating with black nodes. This coloring satisfies the claim while still maintaining the rules of a red-black tree.

Therefore, the claim is \text{true}.",no,yes,"[['neutral'], ['neutral']]",n,n,1
55,594,B,2017,a,a,1-a,T3/ds17AA-sol.pdf,na,"\begin{enumerate}
    \item Given an array containing n elements. The number of distinct elements is k (𝑛 ≤ 𝑘).
    \item Sort the following asymptotic orders without explanation (𝑛 ≤ 𝑘):
    \begin{itemize}
        \item n \log n,
        \item n,
        \item n \log k,
        \item n + k \log k,
        \item n^2
    \end{itemize}
\end{enumerate}",na,a,tested,"נתון מערך המכיל n איברים. מספר האיברים השונים הוא k (𝑛 ≤ 𝑘).
א. מיינו ללא הסבר את סדרי הגודל הבאים אסימפטוטית (𝑛 ≤ 𝑘):
nlogn, n, nlogk, n+klogk, n^2","n^2, nlogn, nlogk, n+klogk,n","n^2, n\log{n}, n\log{k}, n+k\log{k}, n","\begin{enumerate}
    \item Given an array containing $n$ elements. The number of distinct elements is $k$ ($n \leq k$).
    \item Sort the following asymptotic orders without explanation ($n \leq k$):
    \begin{itemize}
        \item $n \log n$,
        \item $n$,
        \item $n \log k$,
        \item $n + k \log k$,
        \item $n^2$
    \end{itemize}
\end{enumerate}",question,yes,"[['entailment'], ['entailment']]",,,
56,597,B,2017,a,a,1-d,T3/ds17AA-sol.pdf,na,"\text{Given an array containing } n \text{ elements. The number of distinct elements is } k \, (k \leq n). \\
\text{d. Assume the elements are integers between } 1 \text{ and } n^4. \text{ Propose a deterministic algorithm to sort the array.}",na,"l,p",tested,"נתון מערך המכיל n איברים. מספר האיברים השונים הוא k (k ≤ n).
ד. נניח כי האיברים הם מספרים שלמים בין 1 ל-n^4. הציעו אלגוריתם דטרמיניסטי למיון המערך.
",נשתמש באלגוריתם count sort כפי שנלמד בכיתה. O(n).,We will use the count sort algorithm as taught in class. \(O(n)\).,"To solve this problem, we can use the Counting Sort algorithm which has a time complexity of O(n+k). The steps of the algorithm are as follows:

1. Create an array to store the count of each element in the given array. Initialize all elements of this count array to 0.
2. Traverse the given array and count the frequency of each element. Update the count array accordingly.
3. Compute the cumulative sum of the count array. This step will give the position of each element in the sorted array.
4. Create a temporary array to store the sorted elements.
5. Traverse the given array in reverse order and place each element at its correct position in the temporary array, using the count array to determine the position.
6. Copy the elements from the temporary array back to the original array to obtain the sorted array.

By following these steps, we can successfully sort the array of n elements containing integers between 1 and n^4 using Counting Sort algorithm.",yes,yes,"[['neutral'], ['neutral']]",n,n,1
57,761,C,2014,B,C,14,T3/ds14bc-sol(vaad).pdf,5,"Given an array with numbers, the task is to find the longest contiguous subarray whose sum of elements is exactly equal to $0$. It is given that all the numbers are $1$ or $-1$. What is the best runtime for solving this problem?
\begin{enumerate}
\item $O(1)$
\item $O(\log \log n)$
\item $O(\log n)$
\item $O(n)$
\item $O(n \log n)$
\item $O(n^2)$
\end{enumerate}",D,d,tested,"נתון מערך עם מספרים וצריך למצוא את תת-מערך רצוף הארוך ביותר, שסכום המספרים בו שווה ל-0 בדיוק.
נתון שכל המספרים הם 1 או -1. מה זמן הריצה הטוב ביותר לפתרון הבעיה?
א. (1)O
O(log log n) .ב
O(log n) .ג
O(n) .ד
O(n log n) .ה
O(n^2) .ו ","רושמים מערך של סכומים חלקיים מהמיקום הראשון עד האחרון. ניתן למיין את הרשימה ב O(n) מאחר וכל הסכומים בין n- ל n. מחפשים זוג ברשימה הממוינת שהסכום החלקי שלו זהה, ועבורו הסכום בין שני האיברים הוא בדיוק 0. מחפשים את הזוג שהמרחק בין איבריו גדול ביותר.","\documentclass{article}
\usepackage[utf8]{inputenc}

\begin{document}

We record an array of partial sums from the first position to the last. The list can be sorted in $O(n)$ since all the sums are between $-n$ to $n$. We look for a pair in the sorted list whose partial sum is identical, and for which the sum between the two elements is exactly 0. We search for the pair whose distance between its elements is the greatest.

\end{document}",The best runtime for solving this problem is $O(n)$.,yes,yes,"[['contradiction'], ['neutral']]",no,no,1
58,792,B,2018,A,B,1-a,T3/ds18AB-Sol.pdf,3,"\textit{Given a series of n elements, what is the time complexity for finding the k smallest elements in the series (for k < n).}",na,m,tested,"בהינתן סדרה של n איברים, מה סיבוכיות הזמן למציאת k האיברים הקטנים בגודלם בסדרה (עבור k < n). ","סיבוכיות זמן: (n(O
הסבר קצר: בעזרת אלגוריתם selection שראינו בכיתה ואז partition.","\textbf{Time complexity:} \(O(n)\) \\
\textbf{Brief explanation:} Using a selection algorithm we saw in class and then partition.","To find the k smallest elements in a series of n elements, one common approach is to use a min heap data structure. The time complexity for this approach is O(n + k log n).

Here's how the algorithm works:

1. Construct a min heap from the series of n elements. Building a heap from n elements takes O(n) time.

2. Repeat the following process k times:
   a. Remove the root element from the heap (smallest element).
   b. If the removed element has children, insert them into the heap.
   
3. At the end of the process, you will have the k smallest elements in sorted order.

The time complexity analysis is as follows:

- Building the initial heap: O(n)
- Removing the smallest element k times: O(k log n)
- Total time complexity: O(n + k log n) 

So, the time complexity for finding the k smallest elements in a series of n elements is O(n + k log n).",no,maybe,"[['neutral'], ['entailment']]",no,no,1
59,795,C,2018,A,B,1-d,T3/ds18AB-Sol.pdf,2,"A sloppy minimum heap is a data structure similar to a heap, which instead of returning the minimum, returns one of the k smallest elements in the heap. Additionally, in the delete operation, it deletes the same element that it returned as the approximate minimum. The operations supported by the data structure (ADT) are:
\begin{itemize}
    \item \texttt{Insert(x)} - insertion of a new element with key \(x\).
    \item \texttt{FindApproxMin()} - return an approximate minimum (an element among the k smallest elements).
    \item \texttt{DeleteApproxMin()} - deletion of the approximate minimum (deletion of the same element that if we performed \texttt{FindApproxMin()} we would receive).
\end{itemize}
For \(k=1\) can a sloppy heap be implemented so that all operations in the ADT take amortized time \(O(1)\)?",FALSE,"b,h",tested,"ערימת מינימום מרושלת היא מבנה נתונים הדומה לערימה שבמקום להחזיר את המינימום מחזירה את אחד מבין הK איברים הכי קטנים בערימה. בנוסף בפעולת המחיקה היא מוחקת את אותו איבר
שהחזירה כמינימום המקורב. הפעולות בהן תומך מבנה הנותנים ה (ADT): 
•  𝐼𝑛𝑠𝑒𝑟𝑡(𝑥) - הכנסה של איבר חדש עם מפתח .x
•  𝐹𝑖𝑛𝑑𝐴𝑝𝑝𝑟𝑜𝑥𝑀𝑖𝑛() - החזרת מינימום מקורב (איבר מבין הk איברים הכי קטנים.)
•  𝐷𝑒𝑙𝑒𝑡𝑒𝐴𝑝𝑝𝑟𝑜𝑥𝑀𝑖𝑛() - מחיקת המינימום המקורב (מחיקת אותו איבר שאם נעשה 𝐹𝑖𝑛𝑑𝐴𝑝𝑝𝑟𝑜𝑥𝑀𝑖𝑛 נקבלו).
עבור 𝑘=1 האם ניתן לממש ערימה מרושלת כך שכל הפעולות ב ADT לוקחות זמן אמורטייזד(1)O?",לא. הסבר: לא כי אז היינו יכולים להגיע לסתירה לחסם התחתון של מיון.,"\noindent No. Explanation: No, because then we could reach a contradiction to the lower bound of sorting.","To implement a sloppy heap with amortized time \(O(1)\) for all operations in the ADT for \(k=1\), we can use the following solution:

- Use a simple array to store the elements in the heap.
- Use a variable to store the current approximate minimum element.
- Keep track of the number of elements in the heap.

The insert operation can be done in \(O(1)\) time by simply adding the element to the end of the array and updating the approximate minimum if the new element is smaller.

The find approximate minimum operation can be done in \(O(1)\) time by returning the current approximate minimum element.

The delete approximate minimum operation can also be done in \(O(1)\) time by deleting the current approximate minimum element and updating it to be the next smallest element in the array.

With this implementation, all operations in the ADT take amortized time \(O(1)\) for \(k=1\).",no,yes,"[['neutral'], ['entailment']]",no,n,0
60,796,C,2018,A,B,1-e,T3/ds18AB-Sol.pdf,5,"A sloppy minimum heap is a data structure similar to a heap, where instead of returning the minimum element, it returns one of the K smallest elements in the heap. Additionally, in the delete operation, it deletes the element that was returned as the approximate minimum. The operations supported by the ADT are:
• \( \text{Insert}(x) \) - insertion of a new element with key \( x \).
• \( \text{FindApproxMin}() \) - return an approximate minimum (an element among the k smallest elements).
• \( \text{DeleteApproxMin}() \) - delete the approximate minimum (delete the same element that would be obtained by doing \( \text{FindApproxMin} \)).

For \( k=n/100 \), is it possible to implement the sloppy heap such that all operations in the ADT take amortized \( O(1) \) time?",1,"b,h",tested,"ערימת מינימום מרושלת היא מבנה נתונים הדומה לערימה שבמקום להחזיר את המינימום מחזירה את אחד מבין הK איברים הכי קטנים בערימה. בנוסף בפעולת המחיקה היא מוחקת את אותו איבר
שהחזירה כמינימום המקורב. הפעולות בהן תומך מבנה הנותנים ה (ADT): 
•  𝐼𝑛𝑠𝑒𝑟𝑡(𝑥) - הכנסה של איבר חדש עם מפתח .x
•  𝐹𝑖𝑛𝑑𝐴𝑝𝑝𝑟𝑜𝑥𝑀𝑖𝑛() - החזרת מינימום מקורב (איבר מבין הk איברים הכי קטנים.)
•  𝐷𝑒𝑙𝑒𝑡𝑒𝐴𝑝𝑝𝑟𝑜𝑥𝑀𝑖𝑛() - מחיקת המינימום המקורב (מחיקת אותו איבר שאם נעשה 𝐹𝑖𝑛𝑑𝐴𝑝𝑝𝑟𝑜𝑥𝑀𝑖𝑛 נקבלו).
עבור k=n/100 , האם ניתן לממש ערימה מרושלת כך שכל הפעולות ב ADT לוקחות זמן אמורטייזד (1)O?","כן. הסבר: נמצא את ה n/200 איברים הכי קטנים – נסמן קבוצה זאת ב S .
במשך ה n/200 פעולות הבאות נחזיר איבר שלא נמחק מהקבוצה S (נשים לב שהבכרח קיים איבר כזה). אחריי n/200 נבנה מחדש (נמצא שוב את הקבוצה S לפי האיברים שכרגע נמצאים במבנה הנתונים). נשים לב שהאיבר שמבנה הנתונים מחזיר הוא תמיד בין ה n/100 הכי קטנים.","Yes. Explanation: Find the n/200 smallest elements – denote this set by S.
During the next n/200 operations, return an element that hasn't been removed from set S (note that there must necessarily be such an element). After n/200, rebuild (find the set S again according to the elements currently in the data structure). Note that the element returned by the data structure is always among the n/100 smallest.","To implement the sloppy minimum heap such that all operations in the ADT take amortized \( O(1) \) time for \( k = n/100 \), we can use a structure called a tango heap.

A tango heap is a data structure that allows for constant time operations for insert, find minimum, and delete minimum. It maintains a standard heap structure with some additional bookkeeping to achieve \( O(1) \) amortized time complexity.

The tango heap maintains two separate heaps: a lazy heap and an active heap. The lazy heap is used for insert operations, while the active heap is used for find minimum and delete minimum operations. When the lazy heap size exceeds a certain threshold, the two heaps are swapped, and the lazy heap is merged into the active heap. This swapping and merging process allows for constant time complexity for all operations.

By using a tango heap, we can implement the sloppy minimum heap such that all operations in the ADT take amortized \( O(1) \) time for \( k = n/100 \).",maybe,yes,"[['neutral'], ['entailment']]",yes,yes,1
61,797,B,2018,A,B,2-a,T3/ds18AB-Sol.pdf,3,"\begin{enumerate}
    \item Given a valid binary min-heap with $n$ elements, at which levels in the tree can the second smallest element be located?
    \item What is the minimum number of elements you would need to read in order to guarantee finding the second smallest element?
    (For the purpose of numbering, the level of the root is 0)
\end{enumerate}",na,h,tested,"בהינתן ערימת מינימום בינארית חוקית בת n איברים, באילו רמות בעץ יכול להיות ממוקם האיבר השני הקטן ביותר?
מה מספר האיברים המינימלי שתצטרכו לקרוא כדי להבטיח את מציאת האיבר השני הקטן ביותר?
(לצורך המספור, הרמה של השורש היא 0 )","רמות: ברמה 1 .
מספר מינימלי של מקומות: 2, האיבר המינימלי יכול להיות רק ברמה 1 וברמה 1 יש שני איברים.","\textit{Levels: At level 1. \\
Minimum number of places: 2, the minimum element can only be at level 1 and at level 1 there are two elements.}","\begin{enumerate}
    \item The second smallest element in a binary min-heap with $n$ elements can be located at levels $1$ and $2$ in the tree.
    \item To guarantee finding the second smallest element, we would need to read at least $3$ elements. This is because the second smallest element could be located at level $2$, and in the worst case scenario, we would need to compare it with its parent and sibling. 
\end{enumerate}",no,yes,"[['contradiction'], ['contradiction']]",yes,yes,1
62,798,B,2018,A,B,2-b,T3/ds18AB-Sol.pdf,2,"Given a valid binary minimum heap of n elements, on which levels of the tree can the third smallest element be placed?",na,h,tested,"בהינתן ערימת מינימום בינארית חוקית בת n איברים. באילו רמות בעץ יכול להיות ממוקם האיבר
השלישי בקטן ביותר?",רמות: ברמה 1 או 2 .,\text{Levels: Level 1 or 2.},"To find the levels on which the third smallest element can be placed in a valid binary minimum heap of n elements, we first need to understand the structure of a binary minimum heap.

In a binary minimum heap, the smallest element is at the root, and for any parent node at index i, its left child is at index 2i+1 and its right child is at index 2i+2.

Now, let's analyze the levels of the tree where the third smallest element can be placed:

1. The smallest element (the root) will be at level 0.
2. The second smallest element can be at level 1, either as the left child or the right child of the root.
3. The third smallest element can be at level 2 since it must be larger than the smallest and second smallest elements.

Therefore, the third smallest element can be placed on levels 2 in a valid binary minimum heap of n elements.",no,yes,"[['neutral'], ['entailment']]",no,no,1
63,800,C,2018,A,B,3,T3/ds18AB-Sol.pdf,7,"Given an array of size \( n \) of elements \((\text{key}, \text{value})\) where the number of distinct keys in the array is \( k \) (i.e., if we convert the keys in the array into a set, the set will be of size \( k \)). We want to sort the array in the comparison model so that the sorting will be stable.
Reminder: A sort is called stable if it maintains the order of elements with the same key after sorting.
Note: Without addressing stability in the explanation of the solution, only partial credit will be given.
a. When \( k = \sqrt{n} / \log n \), the array can be stably sorted in time \( O(\sqrt{n} \log n) \) using a balanced search tree.
b. When \( k = \log n \), the array can be stably sorted in time \( O(n \log \log \log n) \) using a balanced search tree.
c. When \( k = n / \log n \), the array can be stably sorted with complexity \( O(n) \) on average using a hash table.
d. When \( k = n \), the array can be stably sorted with complexity \( O(n \log \log n) \) on average using a hash table.",c,"d,k",tested,"נתון מערך בגודל 𝑛 של איברים (𝑘𝑒𝑦,𝑣𝑎𝑙𝑢𝑒) כאשר מספר המפתחות השונים במערך הוא 𝑘 )כלומר, אם נמיר את המפתחות במערך לקבוצה, הקבוצה תהיה בגודל 𝑘(. נרצה למיין את המערך במודל ההשוואות, כך שהמיון יהיה יציב.
תזכורת: מיון נקרא מיון יציב אם הוא שומר על הסדר של איברים עם אותו המפתח גם לאחר המיון.
שימו לב: ללא התייחסות ליציבות בהסבר הפתרון, יינתן ניקוד חלקי בלבד.
א. כאשר 𝑘=√𝑛/log𝑛 ניתן למיין יציב את המערך בזמן O(√𝑛log𝑛) בעזרת עץ חיפוש מאוזן.
ב. כאשר 𝑘=log𝑛 ניתן למיין יציב את המערך בזמן (O(𝑛logloglog𝑛 בעזרת עץ חיפוש מאוזן.
ג. כאשר 𝑘=𝑛/log𝑛 , ניתן למיין יציב את המערך בסיבוכיות (O(𝑛 בתוחלת בעזרת טבלת האש.
ד. כאשר 𝑘=𝑛 , ניתן למיין יציב את המערך בסיבוכיות O(𝑛loglog𝑛) בתוחלת בעזרת טבלת האש.","פתרון: ג. הסבר: נאתחל טבלת האש A בגודל לפחות 𝑘 (במטרה שעבור כל מפתח יחזיק מצביע לרשימה מקושרת של האיברים במערך עם אותו המפתח, לפי סדר הופעתם במערך). בנוסף נאתחל מערך B בגודל 𝑘 .
נעבור על המערך המקורי לפי הסדר, ועבור כל איבר, נחפש ב A לפי 𝑘𝑒𝑦 . אם הוא קיים, נכניס את האיבר לסוף הרשימה המקושרת שהאיבר מצביע אליו. אם הוא לא קיים, נוסיף את המפתח, ונאתחל עבור אותו המפתח רשימה מקושרת ונכניס את האיבר לשם. בנוסף בזמן המעבר, אם כאשר אנחנו מחפשים אנחנו לא מוצאים את המפתח, נוסיף את המפתח למערך B . נמיין את המערך B , בזמן 𝑂((𝑛\log𝑛)*log(𝑛\log𝑛))=𝑂(𝑛) . נעבור על B לפי הסדר, נחפש את
הרשימה המקושרת המתאימה למפתח בטבלת ההאש, ונוסיף את איברי הרשימה המקושרת לפי הסדר למערך המקורי (או למערך פלט חדש).","\textbf{Solution:} c. \textbf{Explanation:} Initialize a hash table $A$ of size at least $k$ (with the goal that for each key, it will hold a pointer to a linked list of the elements in the array with the same key, in the order they appear in the array). Additionally, initialize an array $B$ of size $k$. Traverse the original array in order, and for each element, search $A$ by $key$. If it exists, append the element to the end of the linked list that the element points to. If it does not exist, add the key, initialize a linked list for that key, and insert the element there. Additionally, during traversal, if when searching for the key it is not found, add the key to array $B$. Sort the array $B$ in time $O((n\log n) \cdot \log(n\log n)) = O(n)$. Traverse $B$ in order, search for the corresponding linked list in the hash table, and append the linked list elements in order to the original array (or to a new output array).","a. When \( k = \sqrt{n} / \log n \), the array can be stably sorted in time \( O(\sqrt{n} \log n) \) using a balanced search tree.

b. When \( k = \log n \), the array can be stably sorted in time \( O(n \log \log \log n) \) using a balanced search tree.

c. When \( k = n / \log n \), the array can be stably sorted with complexity \( O(n) \) on average using a hash table.

d. When \( k = n \), the array can be stably sorted with complexity \( O(n \log \log n) \) on average using a hash table.",question,yes,"[['contradiction'], ['entailment']]",,,
64,801,C,2018,A,B,4-a,T3/ds18AB-Sol.pdf,4,"\begin{quote}
After looking at the hash table using the chaining method, we thought it would be a good idea to change our choice of data structure (from a linked list to another data structure) to achieve better asymptotic complexity for insertion, search, and deletion from the hash table, even in the worst case (for any load factor), and on average (for load factor > 1). We denote load factor = \(\alpha\). Which data structure should we choose?

A. Binary heap. \\
B. Perfect hash table. \\
C. Array-based list that doubles in size. \\
D. Balanced search tree, such as AVL.
\end{quote}",d,"d,f,g,h",tested,"לאחר שהסתכלנו על טבלת האש בשיטת Chaining , חשבנו שכדאי לנו להחליף את בחירת מבנה הנתונים (מרשימה מקושרת, למבנה נתונים אחר) כדי להשיג סיבוכיות אסימפטוטית טובה יותר בהכנסה, חיפוש ומחיקה מטבלת ההאש, גם במקרה הגרוע ביותר (לכל 𝑙𝑜𝑎𝑑𝑓𝑎𝑐𝑡𝑜𝑟 (, וגם בתוחלת (עבור 𝑙𝑜𝑎𝑑𝑓𝑎𝑐𝑡𝑜𝑟>1 ). נסמן 𝑙𝑜𝑎𝑑𝑓𝑎𝑐𝑡𝑜𝑟=𝛼.  איזה מבנה נתונים כדאי לנו לבחור?
א. ערימה בינארית.
ב. טבלת Perfect Hash .
ג. רשימה במימוש מערך המכפיל את עצמו.
ד. עץ חיפוש מאוזן, לדוגמה AVL","ד. הסבר: נרצה לבחור עץ מאוזן, שייתן לנו 𝑂(log𝛼) בתוחלת לפעולה, ו( 𝑂(log𝑛 ב wc.","\textbf{d. Explanation:} We want to choose a balanced tree that will give us \(O(\log \alpha)\) expected per operation, and \(O(\log n)\) in the worst case.","\textbf{Solution:}

For achieving better asymptotic complexity for insertion, search, and deletion in a hash table, especially in the worst case scenario and on average with a load factor > 1, we should choose a data structure that can handle dynamic resizing efficiently. The best option among the given choices is:

\textbf{C. Array-based list that doubles in size.} 

By choosing an array-based list that doubles in size when needed, we can achieve \(O(1)\) amortized complexity for insertion, search, and deletion operations, which is optimal for hash tables. The dynamic resizing strategy ensures that the load factor remains below a certain threshold, preventing performance degradation due to clustering or collisions.",no,yes,"[['neutral'], ['neutral']]",n,yes,0
