question_type,has_solution,exam_year,semester,moed,question_number,url,data_resource,points,question_translation_latex,multiple_choice_answer,answer_translation_latex,number_of_possible_answers,topics_covered,dataset,translated_separately,question_in_hebrew,answer_in_hebrew,orig_answer_in_eng,should_translate,question_id,comments
A,TRUE,2006,b,b,8.b,https://docs.google.com/document/d/1KYPVPcemr20Z7bG9QDBCTCrVsMuMWnyH,TAU,11,na,na,na,na,na,na,1,"נממש מבנה נתונים המייצג אוסף של קבוצות זרות ותומך בפעולות הבאות:

Makeset(x): בהינתן איבר x בונה ומחזיר קבוצה המכילה רק את האיבר x.
Union(s1,s2): בהינתן שתי קבוצות s1 ו-s2 מחזיר קבוצה s שהיא איחוד של s1 ו-s2. הקבוצות s1 ו-s2 אינן קיימות לאחר ביצוע הפעולה.
Find(z): בהינתן מצביע לצומת המייצג איבר z, מחזיר את הקבוצה בה נמצא z. (שים לב – מניחים שמתקבל מצביע ישירות לצומת המייצג את z)

מייצגים כל קבוצה על-ידי עץ. בכל צומת בעץ נמצא איבר ונמצא מצביע לאביו בעץ. בשורש העץ מאוכסן גם גודל הקבוצה. שורש העץ משמש כ""מייצג"" של הקבוצה. לדוגמה: העץ

מייצג את הקבוצה {x,y,z,w,u} שגודלה 5.

מימוש Makeset מקצה צומת חדש שמהווה עץ חדש. בשורש נאחסן את האיבר x, ואת הגודל שהוא 1.
מימוש Union(s1,s2) יתבצע על-ידי הפיכת השורש של הקבוצה הקטנה יותר לבן של השורש של הקבוצה הגדולה יותר. כמו כן נשנה את הגודל של השורש בקבוצה הגדולה יותר להיות סכום גדלי שתי הקבוצות.
מימוש find(z) יתבצע על-ידי כך שנתקדם מהצומת z על-פי מצביעי האב עד לשורש ונחזיר את השורש. מוסיפים גם את הפעולה Delete(z) שמוחקת את האיבר המאוחסן בצומת אליו מצביע z. (שוב – כמו ב-Find, מקבלים מצביע ישירות ל-z).  כדי לתמוך בפעולה זו נרשה צמתים שבהם נמצאים איברים המסומנים כמחוקים (deleted). בשורש של קבוצה נרשום גם את מספר האיברים המחוקים בעץ. כמו-כן, בסעיף זה כל צומת יחזיק רשימת מצביעים לבניו בנוסף למצביע לאביו. (במימוש שתואר בסעיף הקודם לא היו מצביעים לבנים, רק לאב).

המימוש של Delete(z) מסמן את האיבר בצומת z כמחוק, ואחר-כך עוקבים אחר מצביעי-האב עד לשורש ומגדילים את מספר האיברים המחוקים בקבוצה ב-1. אם מספר האיברים המחוקים גדול מחצי מספר אברי הקבוצה, סורקים את כל העץ המייצג את הקבוצה, ומשחררים כל צומת המחזיק איבר מחוק. מבין האיברים שאינם מחוקים, בוחרים אחד שיהיה השורש, ואת כל שאר האיברים הלא-מחוקים הופכים להיות בנים שלו. 
לדוגמה, אם הקבוצה s={z,u,a,b} מיוצגת ע""י המבנה בצורה הבאה:

ומבצעים Delete(u) אזי העץ שמייצג את הקבוצה לאחר ביצוע הפעולה יהיה:

בהנחה ש-a נבחר להיות השורש.

כמה זמן לוקח לבצע סדרה של m פעולות, כאשר מספר האלמנטים בכל רגע לא עולה על n, וכאשר מס' הפעולות שהן Find או Delete הוא k? (שאר m-k הפעולות הן Makeset או Union). הוכח את תשובתך.","קל לראות שאם לא מתבצעים בכלל delete-ים, אז העלות הכוללת היא O(m+klogn). נבצע Amortized Analysis ונוכיח שגם אם כן מתבצעים delete-ים, העלות נשארת אותו דבר. נשתמש בשיטת הבנק. כל delete יפקיד שני מטבעות. delete  יקר, כזה שבונה מחדש את העץ, ימשוך מס' מטבעות כגודל העץ. נניח שעשינו delete יקר על עץ בגודל x, שבו x/2 מהצמתים מסוןמנים כמחוקים. אז הפעולות שגרמו להם להיות מחוקים הפקידו 2*x/2=x מטבעות, ולכן אף פעם לא נהיה באוברדרפט.

בסה""כ קיבלמו שהמחיר הכולל הוא  O(m+klogn).",,,,
C,TRUE,2007,a,a,1,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,7,na,C,na,5,a,na,1," יהיו f(n) = (n^0.5)^(n^0.5), 
g(n) = (n^0.5)!.
נרצה להשוות את ה-log  של שתי הפונקציות.  מה מהבאים נכון?

א. log(f(n)) = o(log(g(n)))
ב. log(f(n)) = w(log(g(n))) 
ג. log(f(n)) = θ(log(g(n)))
ד. אף אחד מהנ""ל.",ג.  EMBED Equation.DSMT4       EMBED Equation.DSMT4       EMBED Equation.DSMT4,,,,
C,TRUE,2007,a,a,2,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,7,na,C,na,6,a,na,1,"פתרו את נוסחת הנסיגה הבאה:
T(n) = (T(n/2)^2)*(2^n), T(1) = 2
T(n) = ?
א. 2^θ((log(n))
ב. 2^θ((n))
ג. 2^θ((nlog(n))
ד. 2^θ((n^2))
ה. θ(2^(n!))
ו. אף אחד מהנ""ל.","ג.אפשר להפעיל lg על שני הצדדים, להציב S(n) = lg (T(n) , ולקבל נוסחת נסיגה כמו של MergeSort.אפשר גם לפתח בשיטת האיטרציה, ואז המעריך מתנהג כמו הסכום המצטבר בפיתוח של MergeSort.ואפשר בעוד שיטות.",,,,
C,TRUE,2007,a,a,3,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,7,"\text{Given a max-heap of size } n. \text{ The keys of } $\frac{n}{4}$  of the leaves in the heap have been changed, so now the heap may no longer be valid. We want to make the heap valid with minimal worst-case running time. Assume there is access to the elements of the heap (i.e., the heap is not a black box). The worst-case running time will be: \\
a. \ $\theta(\log(n))$ \\
b. \ $\theta(\log(n)^2)$ \\
c. \ $\theta(n)$ \\
d. \ $\theta(n\log(n)$) \\
e. \ $\theta(n^3)$ \\
f. \ \text{None of the above.}",C,"
The time required to access each of the nodes in our list is \( O(n) \), therefore a faster solution is not possible. In \( O(n \log n) \) time, it is possible to perform BuildHeap again on all the elements.
",6,"a,h",tested,1,"נתונה ערימת מקסימום בגודל n. שינו את המפתחות של n/4 מהעלים בערימה, כך שעכשיו יתכן שהערימה כבר לא חוקית. נרצה להפוך את הערימה לחוקית בזמן ריצה W.C. מינימלי. הניחו שיש גישה לאברי הערימה (כלומר הערימה לא קופסה שחורה).
זמן הריצה W.C. יהיה:
א. θ(log(n))
ב. θ(log(n)^2) 
ג. θ(n)
ד. θ(nlog(n))
ה. θ(n^3)
ו. אף אחד מהנ""ל.",ג.הזמן שדרוש כדי לגשת לכל אחד מהצמתים ששושנו הוא   EMBED Equation.DSMT4      לכן לא יתכן פתרון מהיר יותר.בזמן   EMBED Equation.DSMT4     אפשר לבצע BuildHeap מחדש על כל האיברים.,,,,
C,TRUE,2007,a,a,4,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,7,na,A,na,5,p,na,1,"נתון עץ אדום שחור כמו שנלמד בכיתה (דוגמה מצורפת). 
הניחו שהשורש שחור ושלכל צומת  n   מוסיפים שדהsize(n)  הסופר את מספר הצמתים בתת העץ ששורשו בצומת (לא כולל את צמתי ה-nil).  הניחו שהעץ הוא אדום שחור חוקי (אך לא בהכרח נבנה בעזרת פעולות insert  שנלמדו בכיתה).  יהיו L,R   בניו של השורש (הניחו שהם קיימים ואינם nil). הננו מחפשים חסם ל size(R)  כפונקציה של size(L). איזה חסם מהחסמים הבאים הינו החסם ההדוק ביותר על size(R) :
א. 0.1*size(R) <= (size(L) + 1)^2
ב. 0.1*size(R) <= (size(L) + 1)*2
ג. 0.1*size(R) <= size(L)*(2^0.5)
ד. 0.1*size(R) <= 2^size(L)
ה. 0.1*size(R) <= (size(L) + 1)*1.5","א.גובה השחור של L ו-R חייב להיות שווה בכל מסלול מעלה לשורש. לכן, העץ הקטן ביותר האפשרי לגובה שחור מסוים h יהיה עץ ללא צמתים אדומים (וגודלו יהיה 2h). מצד שני, לכל צומת אדום יש אבא שחור. לכן העץ המקסימלי מתקבל על ידי שכבות צמתים אדומות ושחורות לסרוגין. גודלו יהיה לא יותר מ-22h+1 (הגובה 2h+1 כי במקרה של L ו-R גם השורש יכול להיות אדום).",,,,
C,TRUE,2007,a,a,5,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,7,"
We perform an LDR scan on a binary search tree of size \( n \) (not necessarily balanced), but at each step, instead of printing the key of the current node \( x \), we print the key of its parent. If \( x \) is the root of the tree, we do not print at that step. Which of the following is true?
A. Every key in the tree, except for the keys of the leaves and the root, is printed twice. \\
B. The values that are printed are in monotonically increasing order. \\
C. The number of keys that are printed twice is \( \Theta(n) \) for every tree. \\
D. A + C \\
E. A + B + C \\
F. None of the above.
",F,"
a. False, because any node that has a single child will be printed only once. b. False, for example the tree with root 3, left child 1 and right child of the left child 2. It will print 3 first and then 1. c. False, for example for a tree where each node is either a leaf or has a single child.
",6,e,untested,1,"נבצע סריקת LDR על עץ חיפוש בינרי בגודל n (לא בהכרח מאוזן), אבל בכל שלב, במקום להדפיס את המפתח של הצומת הנכחי x, נדפיס את המפתח של אבא שלו. אם x הוא שורש העץ, לא נבצע הדפסה באותו השלב. מה מהבאים נכון?
א. כל מפתח בעץ, למעט המפתחות של העלים והשורש, יודפס פעמיים.
ב. הערכים שיודפסו, יהיו בסדר מונוטוני עולה.
ג. מספר המפתחות שיודפסו פעמיים הוא θ(n) לכל עץ.
ד. א + ג
ה. א + ב + ג
ו. אף אחד מהנ""ל.","ו.א' לא נכון כי כל צומת שיש לו בן יחיד יודפס רק פעם אחת.ב' לא נכון, למשל העץ עם שורש 3, בן שמאלי 1 ולבן השמאלי בן ימני 2. יודפס קודם 3 ואחר-כך 1.ג' לא נכון, למשל עבור עץ שבו כל צומת הוא עלה או שיש לו בן יחיד.",,,,
C,TRUE,2007,a,a,6,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,7,"
Given a data structure \( A \) containing \( n \) keys. We want to find a pointer to an element whose key is the median of the keys, in the fastest worst-case time. For this purpose, it is preferable that \( A \) be:

a. A hash table of size \( n \) with collision resolution using 2-3 trees.

b. A doubly linked list sorted in ascending order.

c. An AVL tree with support for order-statistic operations.

d. A hash table of size \( n \) with collision resolution using doubly linked lists, and it is known that the values are the integers from 1 to \( n \).

e. a + d

f. b + c
",C,"The correct answer is c.

a – We need to scan all elements in the trees in the table, hence it will take \(O(n)\).

b – To reach the element in the middle of the list, we need to traverse half of it, so it will take \(O(n/2) = O(n)\).

c – Finding the order statistic \(n/2\) can be done in \(O(n)\).

d – The median is the \(n/2\)-th number. Finding the cell takes \(O(n/2) = O(n)\). Searching in the list takes \(O(n)\). Total \(O(n)\).",6,"e,f,g",untested,1,"נתון מבנה נתונים A המכיל n מפתחות. רוצים למצוא מצביע לאיבר שהמפתח שלו הוא חציון  המפתחות, בזמן W.C. המהיר ביותר. לשם כך עדיף ש-A יהיה:
א. טבלת Hash בגודל n עם פתרון התנגשויות על ידי עצי 2-3.
ב. רשימה דו כיוונית מקושרת ממוינת בסדר עולה.
ג. עץ AVL עם תמיכה בפעולות סדר-סטטיסטי.
ד.  טבלת Hash בגודל n עם פתרון התנגשויות על ידי רשימות מקושרות דו כיווניות, וידוע שהערכים הם המספרים השלמים 1 עד n.
ה.  א + ד
ו. ב + ג","ג.א – צריך לסרוק את כל האיברים שבעצים שבטבלה ולכן יקח   EMBED Equation.DSMT4     .ב- כדי להגיע לאיבר שבאצמצע הרשימה צריך לרוץ על חציה, לכן יקח   EMBED Equation.DSMT4     .ג – מציאת סדר סטטיסטי n/2 ניתנת לביצוע בזמן   EMBED Equation.DSMT4     .ד – החציון הוא המספר n/2. מציאת התא   EMBED Equation.DSMT4     . חיפוש ברשימה   EMBED Equation.DSMT4     . סה""כ   EMBED Equation.DSMT4    ",,,,
C,TRUE,2007,a,a,7,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,7,"\text{What is the lower bound in the comparison model of the worst-case runtime of a sorting algorithm, if it is known that }$ n^{0.5}$ \text{ of the smaller elements are already in the correct place?}
\begin{enumerate}
    \item $\theta(\log(n))$
    \item $\theta(n\log(n))$
    \item $\theta(n)$
    \item $\theta(n^{1.5})$
    \item $\theta(n\sqrt{\log(n)})$
    \item \text{None of the above.}
\end{enumerate}",B,"
b. We still need to sort an array of size \( k \). Sorting an array of size \( k \) under the comparison model takes \( O(k \log k) \). But \( O(k \log k) \)
",6,"a,k",tested,1,"מהו החסם התחתון במודל ההשוואות של זמן ריצה W.C. של אלגוריתם מיון, אם ידוע ש-n^0.5 האיברים הקטנים כבר במקום הנכון?
א. θ(log(n))
ב. θ(nlog(n)) 
ג. θ(n) 
ד. θ(n^1.5)
ה. θ(nlog(n)^0.5)
ו. אף אחד מהנ""ל.",ב.עדיין צריך למיין מערך בגודל   EMBED Equation.DSMT4     . מיון מערך בגודל k בהנחת מודל ההשוואות לוקח   EMBED Equation.DSMT4     . אבל   EMBED Equation.DSMT4,,,,
C,TRUE,2007,a,a,8,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,8,na,B,na,6,"a,m",na,1,"נתון מערך המכיל יצוג של n נקודות במישור (כל נקודה נתונה על ידי זוג (x,y) ). רוצים להכריע האם קיים ישר שעובר דרך ראשית הצירים (דרך (0,0)) כך שלפחות 0.75*n מהנקודות נמצאות על הישר. נרצה אלגוריתם שפותר את הבעיה בזמן W.C. מינימלי. זמן W.C. יהיה:
א. θ(log(n))
ב. θ(n) 
ג. θ(nlog(n))
ד. θ(n^2)
ה. θ(n^2log(n))
ו. אף אחד מהנ""ל."," ב.לכל נקודה נחשב בזמן   EMBED Equation.DSMT4      את השיפוע של הישר המחבר אותה לראשית הצירים.קיבלנו בזמן   EMBED Equation.DSMT4      מערך המכיל את כל השיפועים, ונרצה לדעת האם יש ערך שחוזר   EMBED Equation.DSMT4      פעמים.אם יש כזה הוא חייב להיות החציון. לכן, נפעיל את אלגוריתם Select למציאית החציון בזמן   EMBED Equation.DSMT4     , ונוודא על ידי סריקת המערך שערך זה אכן מופיע   EMBED Equation.DSMT4      פעמים. אם כן – נחזיר ""כן"" אחרת נחזיר ""לא"".סה""כ זמן ריצה   EMBED Equation.DSMT4     . ברור שאי אפשר מהר יותר כי צריך לקרוא את הקלט.",,,,
A,TRUE,2007,a,a,9.a,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,8,na,na,na,na,na,na,1,"נתונה ערימת מינימום, ללא מפתחות כפולים.
לכל צומת x יש שדה נוסף s, שמאותחל ל-nil. רוצים שהשדה s של כל צומת x יכיל מצביע לעוקב  של x. הניחו שיש גישה לאברי הערימה (כלומר הערימה לא קופסה שחורה). אין לשנות את מבנה הערימה. תנו חסם תחתון לזמן ריצה W.C. לפתרון הבעיה הנ""ל במודל ההשוואות.
 ","הוכחה: נראה חסם   EMBED Equation.DSMT4     . נסמן ב-T(n) את זמן הריצה W.C. של האלגוריתם הטוב ביותר לבעיה הנ""ל שפועל בהנחת מודל ההשוואות. נראה איך אפשר לבנות מאלגוריתם כזה אלגוריתם מיון:ניקח מערך בגודל n. נבנה ממנו ערימה בזמן W.C.   EMBED Equation.DSMT4     . נוסיף את המצביעים s בזמן T(n).נמצא את המינימום בזמן   EMBED Equation.DSMT4     .נסרוק את הערימה בעזרת המצביעים - נתחיל מהדפסת המינימום ובכל צעד נעבור לאיבר הבא בעזרת המצביע s ונדפיס אותו.קיבלנו אלגוריתם מיון שרץ בזמן   EMBED Equation.DSMT4     .כל הפעולות שביצענו על המפתחות המקוריים הן פעולות השוואה (גם בתוך האלגוריתם BuildHeap).לכן האלגוריתם מתאים להנחת מודל ההשוואות. לפי החסם שהראינו בכיתה אלגוריתם כזה דורש זמן W.C.   EMBED Equation.DSMT4     .לכן בהכרח   EMBED Equation.DSMT4     טעויות נפוצות: - הוכחת חסם עליון במקום תחתון (כלומר, הצעת אלגוריתם ספציפי שפותר את הבעיה בזמן הנ""ל)התעלמות מזמן בניית הערימה (ההוכחה בכיתה התחילה ממערך של n איברים, ולא ערימה שקיימת בה חוקיות מסוימת)הוכחה שלא יכול להיות שעדכון כל איבר ספציפי ייקח o(logn), כלומר, קיים איבר שעבורו ייקח יותר זמן. מזה לא נובע שאי אפשר לעדכן את כל האיברים בזמן o(nlogn).",,,,
A,TRUE,2007,a,a,9.b,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,10,na,na,na,na,na,na,1,"נתונה ערימת מינימום, ללא מפתחות כפולים.
לכל צומת x יש שדה נוסף s, שמאותחל ל-nil. רוצים שהשדה s של כל צומת x יכיל מצביע לעוקב  של x. הניחו שיש גישה לאברי הערימה (כלומר הערימה לא קופסה שחורה). אין לשנות את מבנה הערימה. הציעו אלגוריתם שמבצע את הנ""ל בזמן כולל W.C. כמה שיותר טוב, אם נתון שהמפתחות הם שלמים בתחום 1 עד 2n  . ","תיאור האלגוריתם:
I. נסרוק את הערימה (למשל DLR) ונעתיק את המפתחות למערך עזר. נזכור לכל מפתח מצביע למקומו המקורי בערימה.
II. נמיין את המערך על ידי שימוש באלגוריתם

 מיון בזמן לינארי, למשל  CountSort
 (או BinSort).
III. נסרוק את המערך משמאל לימין, ולכל איבר ניגש (בעזרת המצביע) לצומת המתאים לו בערימה ונעדכן את השדה s שיכיל את המצביע שבאיבר הבא במערך.",,,,
A,TRUE,2007,a,a,10,https://docs.google.com/document/d/15av3BYO1sip8j7xbHE3cwGQOEe2WyO9U,TAU,10,na,na,na,na,na,na,1,"נתון עץ 2-3 שבו בכל צומת מצוי שדהsize(x)  שמכיל את מספר הצמתים בתת העץ ששורשו בצומת x. מעוניינים להדפיס את k השדותsize  הגדולים ביותר במבנה.  מובטח ש: EMBED Equation.DSMT4  .
שימו לב: יתכן מצב שבין k הצמתים שיודפסו, לא יהיה הבן הימני של השורש.
הציעו אלגוריתם עם זמן ריצה W.C. הטוב ביותר שתוכלו .","תיאור האלגוריתם:
בדומה לאלגוריתם עבור הדפסת k האיברים הגדולים בערימת מקסימום.
נשים לב שהשדה Size של צומת תמיד גדול מהשדה Size של בניו. לכן השדה Size של צומת יודפס רק אחרי שיודפס השדה Size של אביו. 
נחזיק ערימת עזר A (ערימת מקסימום) שתכיל את המועמדים להדפסה. בכל שלב נוציא מ-A  את המקסימלי, נדפיס אותו, ובמקומו נכניס לערימה את השדה Size של שני בניו בעץ המקורי (אם יש לו רק בן אחד אז רק אותו ואם הוא עלה בעץ אז לא נכניס במקומו אף אחד). בנוסף נזכור, לכל ערך שהכנסנו ל-A, מצביע למיקומו בעץ.
נעצור אחרי שהדפסנו k ערכים, כאשר מתחילים עם הכנסת שורש העץ ל-A.",,,,
b,TRUE,2007,b,c,1-a,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,Either k+1 is the minimum son in x's right sub-stree or x is the maximum son in k+1's left sub tree,na,e,na,,,,1,0,2007_bc_1a,total points 20
b,TRUE,2007,b,c,1-b,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,Linear time,na,"a,h",na,,,,1,0,2007_bc_1b,total points 20
b,TRUE,2007,b,c,1-c,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,"O(logn), the depth is logarithmic so surely each path is logarithmic in the worst case.",na,f,na,,,,1,0,2007_bc_1c,total points 20
b,TRUE,2007,b,c,1-d,T2/ds07b_moed_c_solution.doc,TAU,na,"Given a node \( v \) in a red-black tree. \( P_1 \) and \( P_2 \) are the lengths of the shortest path and longest path from \( v \) to a leaf, respectively. Provide a lower bound on the ratio between \( P_1 \) and \( P_2 \). Justify your answer.",na,\textit{Maximum twice the length because there is the same black length and no two consecutive reds},na,f,untested,,,,0,1,2007_bc_1d,total points 20
b,FALSE,2007,b,c,1-e,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,na,na,n,na,,,,0,0,2007_bc_1e,total points 20
b,TRUE,2007,b,c,1-f,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,"number of nodes = Ω(phi^k)
k = O(logn)",na,i,na,,,,1,0,2007_bc_1f,total points 20
a,TRUE,2007,b,c,2-a,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,na,na,f,na,,,,0,0,2007_bc_2a,total points 16
a,TRUE,2007,b,c,2-b,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,na,na,f,na,,,,0,0,2007_bc_2b,total points 16
a,FALSE,2007,b,c,3-a,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,na,na,o,na,,,,0,0,2007_bc_3a,total points 16
a,TRUE,2007,b,c,3-b,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,"1.	Every string that ends in an inner node is not unique
2.	Every string that includes the first letter of an leaf edge is unique
3.	So the algorithm is:
a.	Build a suffix tree
b.	Search for the lowest common ancestor of two leafs with the lowest label
c.	Extend the string by one letter  from the leaf edge",na,o,na,,,,1,0,2007_bc_3b,total points 16
a,FALSE,2007,b,c,3-c,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,na,na,p,na,,,,0,0,2007_bc_3c,total points 16
a,TRUE,2007,b,c,4-a,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,"| Index | Linear Probing | Double Hashing |
| 0     | 11             | 11             |
| 1     | 22             | 22             |
| 2     | 33             | 22             |
| 3     | 3              | 3              |
| 4     | 18             | 18             |
| 5     |                |                |
| 6     | 33             | 33             |
| 7     | 7              | 7              |
| 8     | 18             | 18             |
| 9     |                |                |
| 10    |                |                |",na,g,na,,,,1,0,2007_bc_4a,total points 16
a,TRUE,2007,b,c,4-b,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,"We'll get instances where the jump may be 0, therefore won't be able to insert items  into the table, even though there is still room",na,g,na,,,,1,0,2007_bc_4b,total points 16
a,TRUE,2007,b,c,4-c,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,"When the GCD is 1, we can prove that when there's a collision in the hash table, a series of m-1 jumps will visit all the indexes in the hash table. So if there's at least one empty place in the table we will find it in O(m) time and the insertion will succeed.",na,g,na,,,,1,0,2007_bc_4c,total points 16
a,TRUE,2007,b,c,5-a,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,"We need to find k-1 order-statistics. For example if k=2 we need to find the median, if k=4 we need to find the n/4, n/2, 3n/4 order statistics. In any case finding any order statistic is O(n) so O(kn) to find the order statistics and arrange the groups by them",na,m,na,,,,1,0,2007_bc_5a,total points 18
a,TRUE,2007,b,c,5-b,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,"We can find the median x in O(n), then we can create a new array where each value v from the original array is turned into -> |v-x|, all we need to find now is the k order-statistic and pivot the array on it, so that every cell which is smaller than that must be one of the numbers we were looking for",na,m,na,,,,1,0,2007_bc_5b,total points 18
a,TRUE,2007,b,c,5-c,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,"Each interval is given as [a,b], we sort all the values together, 2n numbers total, but remember which one was beginning of an interval and which one the end. We then go linearly over the sorted numbers and count our ""depth"", i.e. how many beginning numbers we've seen so far minus closing numbers. When the number reaches 0 we add the length of this section and continue…",na,p,na,,,,1,0,2007_bc_5c,total points 18
b,TRUE,2007,b,c,6-a,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,O(nlogn),na,n,na,,,,1,0,2007_bc_6a,total points 14
a,FALSE,2007,b,c,6-b,T2/ds07b_moed_c_solution.doc,TAU,na,na,na,na,na,n,na,,,,0,0,2007_bc_6b,total points 14
c,FALSE,2009,b,b,1,T2/ds09b-b.doc,TAU,9,"This question deals with implementing a stack using extendable arrays (doubling the array when all cells are full - a method called doubling). To reduce the number of doubling operations, we suggest replacing doubling with quadrupling – that is, each time the array is full, a new array is allocated that is 4 times its size (instead of 2 times). The complexity of performing m PUSH operations in the worst case is:   
1. \(\Theta(m^2)\)  
2. \(\Theta(m)\)  
3. \(\Theta(m \log m)\)  
4. \(\Theta(m^4)\)  
5. None of the answers are correct  ",na,na,5,"a,d",tested,,,,0,1,2009_bb_1,na
c,FALSE,2009,b,b,2,T2/ds09b-b.doc,TAU,9,"For an input of size \( n \), three algorithms run in times \( T_1, T_2, T_3 \) such that:

\[
T_3 = \Theta(n^{0.999}), \quad T_2 = \Theta(n^{1.8\lg n}), \quad T_1 = \Theta\left(\frac{n}{\lg n}\right)
\]

This is the hierarchy of magnitude in (asymptotic) size correction such that:

1. \( T_1 > T_2 > T_3 \)  
2. \( T_1 > T_3 > T_2 \)  
3. \( T_2 > T_1 > T_3 \)  
4. \( T_2 > T_3 > T_1 \)  
5. \( T_3 > T_1 > T_2 \)  
6. \( T_3 > T_2 > T_1 \)",na,na,6,a,untested,,,,0,1,2009_bb_2,na
c,FALSE,2009,b,b,3,T2/ds09b-b.doc,TAU,7,"Given \( T(n) = 2T(n/2) + n^2 \). Then:

1. \( T(n) = \Theta(n^2) \)  
2. \( T(n) = \Theta(n \log n) \)  
3. \( T(n) = \Theta(n^2 \log n) \)  
4. \( T(n) = \Theta(n^3) \)",na,na,4,a,tested,,,,0,1,2009_bb_3,na
c,FALSE,2009,b,b,4,T2/ds09b-b.doc,TAU,7,na,na,na,5,f,na,,,,0,0,2009_bb_4,na
c,FALSE,2009,b,b,5,T2/ds09b-b.doc,TAU,7,"A series of operations is performed on a Fibonacci heap, during which ccc cuts were required (note that in each cascading cut, one or more cuts can occur). It is known that ddd of the operations were decrease-key operations, and no delete or delete-min operations were performed. What is the tightest bound on ccc (the most accurate answer)?

\begin{enumerate}
    \item[(a)] \( c = d \)
    \item[(b)] \( c \leq 2d \)
    \item[(c)] \( c \leq d \)
    \item[(d)] \( d \leq c \leq 2d \)
    \item[(e)] None of the above answers is necessary
\end{enumerate}",na,na,5,i,untested,,,,0,1,2009_bb_5,na
a,FALSE,2009,b,b,6-a,T2/ds09b-b.doc,TAU,7,na,na,na,na,g,na,,,,0,0,2009_bb_6a,na
c,FALSE,2009,b,b,6-b,T2/ds09b-b.doc,TAU,5,na,na,na,4,g,na,,,,0,0,2009_bb_6b,na
a,FALSE,2009,b,b,7-a,T2/ds09b-b.doc,TAU,na,na,na,na,na,m,na,,,,0,0,2009_bb_7a,total points 20
a,FALSE,2009,b,b,7-b,T2/ds09b-b.doc,TAU,na,na,na,na,na,l,na,,,,0,0,2009_bb_7b,total points 20
a,FALSE,2009,b,b,7-c,T2/ds09b-b.doc,TAU,na,na,na,na,na,k,na,,,,0,0,2009_bb_7c,total points 20
b,FALSE,2009,b,b,8-a,T2/ds09b-b.doc,TAU,4,na,na,na,na,"p,b",na,,,,0,0,2009_bb_8a,na
c,FALSE,2009,b,b,8-b,T2/ds09b-b.doc,TAU,8,"What is the overall time complexity, in the worst case, of executing a series of operations that includes n₁ op1 operations, n₂ op2 operations, and some number of undo operations? Choose one of the answers and justify the correctness of your choice.

\begin{enumerate}
    \item \(O(n_1 f_1 + n_2 f_2)\) but not necessarily \(O(n_1 g_1 + n_2 g_2)\)
    \item \(O(n_1 g_1 + n_2 g_2)\)
    \item \(\Theta(n_1 f_1 + n_2 f_2)\)
    \item \(\Theta(n_1 g_1 + n_2 g_2)\)
\end{enumerate}

Choose one of the answers. Justify the correctness of your answer.",na,na,4,"p,b",tested,,,,0,1,2009_bb_8b,na
a,FALSE,2009,b,b,8-c,T2/ds09b-b.doc,TAU,8,na,na,na,na,"p,b",na,,,,0,0,2009_bb_8c,na
